Text,Class
"En la siguiente imagen se muestra el formulario para establecer excepciones. El campo ""Reemplazar grupo"" permite elegir el grupo al que se otorga la excepción (1). El campo ""Se requiere contraseña"" permite establecer una contraseña para este grupo (2). En el recuadro destacado en rojo (3) se pueden ver las modificaciones que pueden realizarse sobre las restricciones temporales del cuestionario. ",cuestionarios
Una vez establecida la excepción queda registrado en el siguiente listado.,cuestionarios
Las mismas modificaciones se pueden aplicar a usuarios específicos. ,cuestionarios
Un mensaje de advertencia aparece cuando el alumnado para quien se ha especificado la excepción no puede acceder al cuestionario. ,cuestionarios
Las razones para esta advertencia pueden ser: ,cuestionarios
El acceso al cuestionario está condicionado a la pertenencia a un grupo del que no forma parte el/la estudiante.,cuestionarios
El cuestionario está oculto para el alumnado.,cuestionarios
"Elaboración del cuestionario (4): Añadir preguntas en ""Editar Cuestionario""",cuestionarios
"Selección de preguntas, paginación y ""Mostrar preguntas al azar""",cuestionarios
"Una vez que hemos preparado el funcionamiento del cuestionario vamos a definir las preguntas que vamos a incluir en el mismo. Para ello pulsaremos sobre Editar el cuestionario (1). Cuando se han cargado preguntas en el cuestionario, el acceso a ""Editar cuestionario"" se puede encontrar en el menú desplegable (2). .",cuestionarios
"En la página de edición, pulsamos sobre ""Agregar"" (1) para desplegar la opciones de carga de preguntas en el cuestionario: ""una pregunta nueva"", ""del banco de preguntas"" y ""una pregunta aleatoria"". ",cuestionarios
"La casilla ""Reordenar las preguntas al azar"" (2) y la opción ""Editar cabecera"" (3) también están disponibles en este formulario",cuestionarios
"Como se ha expuesto en el apartado 1 ""Banco de preguntas y cuestionario(s) del curso"", es conveniente mantener la organización de las baterías de preguntas en categorías dentro del ""Banco de preguntas"". Por ese motivo, cuando se crean preguntas usando la opción ""Agregar > una pregunta nueva"", es recomendable prestar atención a la categoría donde se están creando. ",cuestionarios
"Cuando se pulsa sobre ""Agregar > del banco de preguntas"" se accede a una vista del banco de preguntas que nos permite desplazarnos entre las categorías (1) y seleccionar las preguntas (2). ",cuestionarios
"Cuando se han importado las preguntas, la página ""Editar cuestionario"" permite mover el orden de las preguntas (1), unir y separar páginas (2) y modificar la puntuación de las preguntas (3)",cuestionarios
"El ""candado"" (4) permite condicionar el acceso a una pregunta a la realización de la pregunta anterior. Sólo disponible con: ",cuestionarios
Comportamiento de las preguntas Interactivo con intentos múltiples o Retroalimentación inmediata ,cuestionarios
Método de navegación configurado a 'Libre'. ,cuestionarios
"Opción ""Reordenar las preguntas al azar"" desactivada.",cuestionarios
Añadir preguntas aleatorias,cuestionarios
"Cuando pulsamos sobre ""Agregar > una pregunta aleatoria"" se muestra un cuadro de diálogo que permite seleccionar la categoría (1) y especificar el número de preguntas (2). Se indica el número de preguntas en la categoría (3). ",cuestionarios
Previsualización del cuestionario,cuestionarios
"Cuando se finaliza la edición de un cuestionario aparece la opción ""Previsualizar el cuestionario ahora"" (1), opción que está también siempre disponible en el elemento ""Vista previa"" (2) del menú desplegable.",cuestionarios
"Cuando se realiza una ""Vista previa"" con rol docente aparece SIEMPRE, independientemente de las ""Opciones de revisión"" seleccionadas, una página de revisión del cuestionario, con la información de las respuestas correctas, calificación, retroalimentación. El alumnado sólo tiene acceso a esta revisión cuando las casillas correspondientes del apartado ""Opciones de revisión > Inmediatamente después de cada intento"" están marcadas. ",cuestionarios
Ejemplo de configuración de un examen,cuestionarios
En este apartado se recoge un resumen de las opciones recomendadas para el uso de un cuestionario para una situación de examen. Los objetivos de esta configuración serían: ,cuestionarios
Acotar el acceso a las preguntas en una franja horaria y duración determinadas.,cuestionarios
"Establecer una navegación secuencial, con preguntas desordenadas y respuestas barajadas al azar (En este punto debe valorarse si esta configuración no afecta a la capacidad del alumnado de revisar adecuadamente su examen). . ",cuestionarios
"Uso de preguntas aleatorias y, si es procedente, preguntas ""Calculadas"" con valores numéricos ""comodín"" que variarán de forma aleatoria. ",cuestionarios
Retroalimentación sobre respuestas correctas y calificación general oculta hasta la finalización de la prueba o incluso de forma permanente. ,cuestionarios
"Algunos de estos elementos, por lo tanto, parten de la elaboración de las preguntas. Por ejemplo, las respuestas a las preguntas de ""Opción múltiple"" y cualquier otro tipo que presente varias opciones se barajan por defecto (ver apartado 3.1.2 Barajar las respuestas y numerar las opciones""). También es importante mantener una buena organización de las preguntas en categorías y sub-categorías, para el uso de ""Preguntas aleatorias"" y ""sincronización"" de preguntas ""Calculadas"".",cuestionarios
"Opciones importantes en ""Editar ajustes""",cuestionarios
"La duración y la franja horaria quedan especificadas en el apartado Temporalización (1). Por lo tanto, no es necesario tener el cuestionario oculto, dado que el alumnado no puede acceder a las preguntas. Por otra parte, dado que solo hay un intento, la opción ""El envío se realiza automáticamente"" cuando se agota el tiempo es adecuada. ",cuestionarios
"En el apartado ""Calificación"" > ""Intentos permitidos"" se especifica 1 intento (1)",cuestionarios
"Se marca la opción ""Secuencial"" (1) en ""Método de navegación"", siempre que se considere que esta opción no está impidiendo al alumnado realizar la revisión del examen de forma adecuada. ",cuestionarios
"En el apartado ""Comportamiento de las preguntas"", mantenemos las opciones que aparecen por defecto. ",cuestionarios
"En el apartado ""Opciones de revisión"", el único elemento necesario para que las calificaciones aparezcan en el ""Libro de Calificaciones"" es la casilla ""Puntos"" en la columna ""Después de cerrar el cuestionario. Esta casilla puede marcarse con posterioridad, después de que se haya revisado la calificación del cuestionario. ",cuestionarios
"Finalizando del configuración en ""Editar cuestionario""",cuestionarios
"Cuando hemos finalizado de especificar las opciones en el formulario ""Editar ajustes"" pasamos al formulario ""Editar cuestionario"", donde podremos usar las opciones para utilizar preguntas aleatorias (1) y Reordenar las preguntas al azar. ",cuestionarios
"Consultar los ""Resultados"" y retroalimentación",cuestionarios
Recalificar,cuestionarios
Anular una pregunta?,cuestionarios
Reutilizar cuestionarios y preguntas,cuestionarios
Duplicar cuestionarios dentro de un curso,cuestionarios
Importar cuestionarios de otros cursos,cuestionarios
Importar / Exportar preguntas desde el banco de preguntas,cuestionarios
"Para importar y exportar archivos de preguntas, utilizaremos los correspondientes enlaces del bloque “Administración”.",cuestionarios
Desde Campus Virtual recomendamos de entre los formatos admitidos para la importación y exportación de archivos los fomatos GIFT y Moodle XML porque son los únicos que podemos encontrar en ambas categorías.,cuestionarios
El proceso de exportación e importación de las preguntas es el siguiente:,cuestionarios
Accedemos al curso donde tenemos las preguntas que queremos utilizar en otro curso,cuestionarios
En la página principal del curso clicamos en el bloque actividades sobre el enlace “cuestionarios” o procedemos a editar el cuestionario del que queremos exportar las preguntas a un archivo (Ver página siguiente).,cuestionarios
Imagen 11: Bloque actividades,cuestionarios
Clicamos sobre el enlace exportar,cuestionarios
"Imagen 13: Administración del cuestionario, exportar",cuestionarios
Y se nos abrirá la siguiente página (ver imagen 14):,cuestionarios
"a) Elegimos el formato GIFT  o Moodle XML (En la ayuda podemos ver qué formato se adapta mejor a nuestras necesidades, porque explica para que vale cada uno de ellos).",cuestionarios
"b) Seleccionamos mediante una pestaña desplegable, la categoría donde se encuentran las preguntas que queremos exportar.",cuestionarios
c) Marcamos las casillas “Escribir categoría a archivo” y “Escribir contexto a archivo”.,cuestionarios
d) Una vez hecho todo lo anterior pinchamos en “Exportar preguntas a un archivo”.,cuestionarios
Imagen 14: Exportar preguntas ,cuestionarios
"La imagen siguiente nos ofrece las opciones de descargar. Seleccionamos guardar archivo. Se trata de un archivo de intercambio de información en formato XML, es decir, es un archivo de código preparado para que lo lean las máquinas, no las personas",cuestionarios
Imagen  15: Opciones de descargar archivo de preguntas exportadas,cuestionarios
"La aplicación nos dará un nombre descriptivo del archivo pero si queremos cambiarlo, elegimos la opción “Guardar como”",cuestionarios
Una vez que ya tenemos el archivo con las preguntas podemos realizar la importación de las preguntas. Nos situaremos en el curso donde queremos disponer de las preguntas. Pulsamos sobre el enlace importar,cuestionarios
"Imagen 16: Administración, banco de preguntas, importar",cuestionarios
Se nos abre la siguiente página (ver imagen 17):,cuestionarios
Elegimos el formato en el que hayamos realizado la exportación del archivo que vamos a importar.,cuestionarios
Clicamos encima de la pestaña “General” para que aparezcan todas las posibles opciones. ,cuestionarios
"Seleccionamos mediante una pestaña desplegable, la categoría donde queremos importar las preguntas.",cuestionarios
 Marcamos las casillas “Obtener categoría de archivo” y “Obtener contexto de archivo”.,cuestionarios
" En la opción “Coincidir calificaciones”, marcamos la casilla “Error si la calificación no está en lista”.",cuestionarios
 En la opción “Detenerse si se produce un error” marcamos “no”.,cuestionarios
"En el apartado “Importar preguntas de un archivo” O bien, pulsamos en el botón “Seleccione un archivo…”   “Subir un archivo” “Examinar…”  dentro de nuestro ordenador elegimos el archivo que habíamos exportado anteriormente y pinchamos en “Subir este archivo”. O bien, si nuestro navegador nos lo permite, arrastramos directamente el archivo exportado anteriormente al cuadro del apartado “Importar preguntas de un archivo”(en el caso de IE deberemos tener una versión igual o superior a la 10)",cuestionarios
Pulsamos el botón importar,cuestionarios
Imagen 17: Importar archivo,cuestionarios
"Imagen 18: Importar archivos, opciones menú general",cuestionarios
5.- Nos aparece en la pantalla el texto “Procesando preguntas del archivo importado” y todas las preguntas que hemos importado en una lista.,cuestionarios
6.- Clicamos en el botón “continuar” que nos aparece debajo del todo y ya tenemos las preguntas en el nuevo curso.,cuestionarios
Imagen 19: Importando preguntas,cuestionarios
"Para meter las preguntas en el cuestionario que queramos, sólo tendremos que ir al cuestionario y elegir las preguntas que nos interesen del banco de preguntas que hemos importado.",cuestionarios
"Imagen 20: Editando cuestionario, añadir preguntas",cuestionarios
Esta será la forma de proceder si al recuperar nuestros cuestionarios vemos que no nos aparecen las preguntas en el banco de preguntas por haberlas asociado al cuestionario en vez de a una categoría tal y como se ha explicado en la página 4 de este documento o en cualquier caso que queramos importar preguntas a nuestro banco de preguntas.,cuestionarios
Correo de Daniel ,cuestionarios
"Explicación cómo redactar todos los formatos que admite el formato GIFT para escribir cualquier tipo de pregunta de tipo test (incluyendo comentarios / puntuaciones parciales / numéricas / respuesta corta, etc..)",cuestionarios
Está bastante bien:,cuestionarios
https://www.youtube.com/watch?v=LesDv6ezv6w,cuestionarios
https://www.youtube.com/watch?v=LesDv6ezv6w,cuestionarios
Gorka,cuestionarios
https://www.youtube.com/watch?v=SjuNS0JPONY&feature=youtu.be ,cuestionarios
13,cuestionarios
3Gestión de recursos en eGela (Moodle 2.7),cuestionarios
